INFO: Waiting for Peers to connect...
INFO: Register received from gateway
INFO: New Peer 127.0.0.1, 7002
INFO: Register received from gateway
INFO: New Peer 127.0.0.1, 7001
INFO: Event Received: CLOCK<0,1,1,0>, timestamp: 1448074646, From 127.0.0.1:7002
INFO: Event Sent:     CLOCK<0,1,1,0>, timestamp: 1448074646, Motion: false
INFO: Event Received: CLOCK<1,1,1,0>, timestamp: 1448074646, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<1,1,2,0>, timestamp: 1448074651, Motion: true
INFO: Event Received: CLOCK<1,2,2,0>, timestamp: 1448074651, From 127.0.0.1:7002
INFO: Event Received: CLOCK<2,2,2,0>, timestamp: 1448074651, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<2,2,3,0>, timestamp: 1448074656, Motion: false
INFO: Event Received: CLOCK<2,3,3,0>, timestamp: 1448074656, From 127.0.0.1:7002
INFO: Event Received: CLOCK<3,3,3,0>, timestamp: 1448074656, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<3,3,4,0>, timestamp: 1448074661, Motion: true
INFO: Event Received: CLOCK<3,4,4,0>, timestamp: 1448074661, From 127.0.0.1:7002
INFO: Event Received: CLOCK<4,4,4,0>, timestamp: 1448074661, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<4,4,5,0>, timestamp: 1448074666, Motion: false
INFO: Event Received: CLOCK<4,5,5,0>, timestamp: 1448074666, From 127.0.0.1:7002
INFO: Event Received: CLOCK<5,5,5,0>, timestamp: 1448074666, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<5,5,6,0>, timestamp: 1448074671, Motion: true
INFO: Event Received: CLOCK<5,6,6,0>, timestamp: 1448074671, From 127.0.0.1:7002
INFO: Event Received: CLOCK<5,7,6,0>, timestamp: 1448074671, From 127.0.0.1:7002
INFO: Event Received: CLOCK<6,7,6,0>, timestamp: 1448074671, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<6,7,7,0>, timestamp: 1448074676, Motion: false
INFO: Event Received: CLOCK<6,8,7,0>, timestamp: 1448074676, From 127.0.0.1:7002
INFO: Event Received: CLOCK<7,8,7,0>, timestamp: 1448074676, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<7,8,8,0>, timestamp: 1448074681, Motion: true
INFO: Event Received: CLOCK<7,9,8,0>, timestamp: 1448074681, From 127.0.0.1:7002
INFO: Event Received: CLOCK<8,9,8,0>, timestamp: 1448074681, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<8,9,9,0>, timestamp: 1448074686, Motion: false
INFO: Event Received: CLOCK<8,10,9,0>, timestamp: 1448074686, From 127.0.0.1:7002
INFO: Event Received: CLOCK<9,10,9,0>, timestamp: 1448074686, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<9,10,10,0>, timestamp: 1448074691, Motion: true
INFO: Event Received: CLOCK<9,11,10,0>, timestamp: 1448074691, From 127.0.0.1:7002
INFO: Event Received: CLOCK<10,11,10,0>, timestamp: 1448074691, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<10,11,11,0>, timestamp: 1448074696, Motion: false
INFO: Event Received: CLOCK<10,12,11,0>, timestamp: 1448074696, From 127.0.0.1:7002
INFO: Event Received: CLOCK<11,12,11,0>, timestamp: 1448074696, From 127.0.0.1:7001
INFO: Event Received: CLOCK<11,13,11,0>, timestamp: 1448074696, From 127.0.0.1:7002
INFO: Event Sent:     CLOCK<11,13,12,0>, timestamp: 1448074701, Motion: true
INFO: Event Received: CLOCK<11,14,12,0>, timestamp: 1448074701, From 127.0.0.1:7002
INFO: Event Received: CLOCK<12,14,12,0>, timestamp: 1448074701, From 127.0.0.1:7001
INFO: Event Sent:     CLOCK<12,14,13,0>, timestamp: 1448074706, Motion: false
INFO: Event Received: CLOCK<12,15,13,0>, timestamp: 1448074706, From 127.0.0.1:7002
INFO: Event Received: CLOCK<13,15,13,0>, timestamp: 1448074706, From 127.0.0.1:7001
